title,artist,album,isrc,genre
Eclipse,Emilio Navaira,Southern Exposure,USEL19300538,Music > Roots > Regional Mexicano > Texano
Ella Es Así,Emilio Navaira,A Mi Gente,USEL19700407,Music > Roots > Regional Mexicano > Texano
Kumbala,Maldita Vecindad Y Los Hijos Del Quinto Patio,El Circo,MXF010000815,Music > Roots > Bolero
Desvelado,Bobby Pulido,Desvelado,USEL19500415,Music > Roots > Regional Mexicano > Texano
Dust in the Wind,Kansas,Point Of Know Return ,USSM10103196,Music > Rock > Folk Rock
Smells Like Teen Spirit,Nirvana,Nevermind,USGF19942501,Music > Rock > Grunge
The Man Who Sold The World,Nirvana,MTV Unplugged In New York,USGF19972704,Music > Rock > Grunge
Total Eclipse of the Heart,Bonnie Tyler,Faster Than the Speed of Night,GBBBN8302012,Music > Rock > Hard Rock > Power Ballad
Estas Tocando Fuego,La Mafia,Estas Tocando Fuego,USSD10005255,Music > Roots > Regional Mexicano > Texano
Mi Llamada,La Mafia,Estas Tocando Fuego,USSD19100288,Music > Roots > Regional Mexicano > Texano
Nuestra Cancion,La Mafia,Estas Tocando Fuego,USSD19100696,Music > Roots > Regional Mexicano > Texano
A Pesar De Ti,La Mafia,Ahora y Siempre,USSD19906037,Music > Roots > Regional Mexicano > Texano
Que Hare Yo,La Mafia,Ahora y Siempre,USSD19202145,Music > Roots > Regional Mexicano > Texano
Me Estoy Enamorando,La Mafia,Ahora y Siempre,USSD19906044,Music > Roots > Regional Mexicano > Texano
Lucha De Gigantes,Nacha Pop,Chica de ayer y otras canciones que consiguen que te pueda amar - Colección Definitiva,ES5700300296,Music > Rock > Indie Rock
Europa (Earth's Cry Heaven's Smile),Santana,Amigos,USSM10013400,Music > Rock > Blues Rock
Lost In Love,Air Supply,Lost in Love,USAR18000001,Music > Rock > Soft Rock
Lo Dudo,Jumbo,Un Tributo,MXF019800954,Music > Rock > Indie Rock
Amiga Soledad,Duelo,El Amor No Acaba,USUM50110280,Music > Roots > Regional Mexicano > Texano
Quise,Duelo,El Amor No Acaba,USUM50110282,Music > Roots > Regional Mexicano > Texano
¿Qué Hubiera Sido De Mi Vida?,Duelo,El Amor No Acaba,USUM50110283,Music > Roots > Regional Mexicano > Texano
Y Me Quedé Suspirando,Duelo,El Amor No Acaba,USUM50110285,Music > Roots > Regional Mexicano > Texano
Vete Ya,Intocable,Fuego Eterno,USEL19400256,Music > Roots > Regional Mexicano > Texano
No Te Vayas,Intocable,Llévame Contigo,USEL19600231,Music > Roots > Regional Mexicano > Texano
¿Y Todo Para Qué?,Intocable,Llévame Contigo,USEL19600238,Music > Roots > Regional Mexicano > Texano
Amor Maldito,Intocable,Intocable,USEL19800123,Music > Roots > Regional Mexicano > Texano
Perdedor,Intocable,Intocable,USEL19800125,Music > Roots > Regional Mexicano > Texano
Soñador Eterno,Intocable,Contigo,USEL19900233,Music > Roots > Regional Mexicano > Texano
Fuerte No Soy,Intocable,Contigo,USEL19900231,Music > Roots > Regional Mexicano > Texano
Sueña,Intocable,Sueños,USEL10200062,Music > Roots > Regional Mexicano > Texano
Alguien Te Va A Hacer Llorar,Intocable,X,USEL10400380,Music > Roots > Regional Mexicano > Texano
Cómo Duele,Negami,Yo Sé Que Te Acordarás Texano,USUM71406274,Music > Roots > Regional Mexicano > Texano
Te Lo Pido por Favor,Jaguares,El Primer Instinto,MXF010200521,Music > Rock > Soft Rock
Wherever You Will Go,The Calling,Camino Palmero,USRC10001047,Music > Rock > Hard Rock > Power Ballad
Metalingus,Alter Bridge,One Day Remains,USWU30400101,Music > Rock > Hard Rock > Hard Rock (Standard)
With A Little Help From My Friends,Joe Cocker,With A Little Help From My Friends,USAM16800382,Music > Rock > Blues Rock
No Quiero Estar Solo,Jay Perez,Tesoros De Colección,USSD19902711,Music > Roots > Regional Mexicano > Texano
Perdona Mi Franqueza,Arnulfo Jr. Rey Y As,Por Amor A Ti,MXUM70904013,Music > Roots > Regional Mexicano > Norteño
Soy De La Calle,Arnulfo Jr. Rey Y As,Por Amor A Ti,MXUM71002688,Music > Roots > Regional Mexicano > Norteño
Adúltera,Arnulfo Jr. Rey Y As,El Pirata Del Amor,MXUM70806477,Music > Roots > Regional Mexicano > Norteño
Una Noche De Pasión,Arnulfo Jr. Rey Y As,Una Noche De Pasión,MXUM71002531,Music > Roots > Regional Mexicano > Norteño
Pregúntele A Ella,Arnulfo Jr. Rey Y As,El Pirata Del Amor,MXUM70904022,Music > Roots > Regional Mexicano > Norteño
Por Amor A Ti,Arnulfo Jr. Rey Y As,Por Amor A Ti,MXUM71002687,Music > Roots > Regional Mexicano > Norteño
Ni Que Valieras Tanto,El Poder Del Norte,A Ellas,MXUM70801198,Music > Roots > Regional Mexicano > Norteño
A Ella,El Poder Del Norte,A Ellas,MXUM70801008,Music > Roots > Regional Mexicano > Norteño
Surfing with the Alien,Joe Satriani,Surfing With The Alien,USSM18700084,Music > Rock > Hard Rock > Hard Rock (Standard)
Barracuda,Heart,Little Queen,USSM10009075,Music > Rock > Hard Rock > Hard Rock (Standard)
"A Mí, ¿Qué Me Quedó?",Los Invasores de Nuevo León,Vuelvo Contigo,MXF069700476,Music > Roots > Regional Mexicano > Norteño
Soy Lo Peor,Los Cardenales de Nuevo León,Lo Mas Ranchero De...,MXUM70800797,Music > Roots > Regional Mexicano > Norteño
Como olvidarte,Costumbre,Se repite la historia,USWL10300007,Music > Roots > Regional Mexicano > Texano
Cuanto te amo,Costumbre,Se repite la historia,USWL10300011,Music > Roots > Regional Mexicano > Texano
Thunderstruck,AC/DC,The Razors Edge,AUAP09000014,Music > Rock > Hard Rock > Hard Rock (Standard)
Insomnio,Duelo,Desde Hoy,USUM50310884,Music > Roots > Regional Mexicano > Texano
Loco,Pesado,Todo tuyo,MXF160000274,Music > Roots > Regional Mexicano > Norteño
De Qué Sirvió,El Poder Del Norte,Con Ganas De Tí,MXUM70801200,Music > Roots > Regional Mexicano > Norteño
Si Ella Supiera,La Firma,Laberintos,MXF140300045,Music > Roots > Regional Mexicano > Texano
La Llamada,La Firma,Lo Esencial De La Música Grupera,MXF149900310,Music > Roots > Regional Mexicano > Texano
Soñé,Zoé,MTV Unplugged Música De Fondo,MXF061100003,Music > Rock > Indie Rock
Soñé,Zoé,MTV Unplugged Música De Fondo,MXF061100003,Music > Rock > Psychedelic Rock
Labios Rotos,Zoé,MTV Unplugged Música De Fondo,MXF061100006,Music > Rock > Psychedelic Rock
Eres,Café Tacvba,Cuatro Caminos,USMC10300331,Music > Rock > Indie Rock
Triste canción,El Tri,Simplemente,MXF158700021,Music > Rock > Blues Rock
Pobre soñador,El Tri,25 años,MXF159300048,Music > Rock > Roots Rock
Las piedras rodantes,El Tri,Una rola para los minusválidos,MXF159400040,Music > Rock > Roots Rock
Mátenme Porque Me Muero,Caifanes,Caifanes,MXF018800683,Music > Rock > Post-Punk
I Am The Highway,Audioslave,Audioslave,USSM10211592,Music > Rock > Hard Rock > Power Ballad
Cochise,Audioslave,Audioslave,USSM10211584,Music > Rock > Hard Rock > Hard Rock (Standard)
"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears,USSM19100017,Music > Rock > Hard Rock > Power Ballad
Torn,Natalie Imbruglia,Left Of The Middle,GBARL9700412,Music > Rock > Indie Rock
Algo en Tí,La Leyenda,Lo Mejor De - 12 Grandes Exitos,MX2971100075,Music > Roots > Regional Mexicano > Texano
Abeja Reína,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801500,Music > Roots > Regional Mexicano > Norteño
Amnesia,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801504,Music > Roots > Regional Mexicano > Norteño
Mary Lee,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801505,Music > Roots > Regional Mexicano > Norteño
Beautiful,Creed,Human Clay,USWU39903053,Music > Rock > Hard Rock > Hard Rock (Standard)
Under Pressure,Queen,Hot Space,GBUM71029622,Music > Rock > Soft Rock
Since I Don't Have You,Guns N' Roses,The Spaghetti Incident?,USGF19361701,Music > Rock > Hard Rock > Power Ballad
Hasta El Fin Del Mundo,Jennifer Pena,Seducción,USUM50411115,Music > Roots > Regional Mexicano > Texano
Lo Que Queda De Ti,LMT,Una Nueva Historia,MXUM71001604,Music > Roots > Regional Mexicano > Texano
Hasta Mañana,Grupo Limite,Sentimientos,MXF119903953,Music > Roots > Regional Mexicano > Norteño
Cuando Yo Quería Ser Grande,Alejandro Fernández,Lo Esencial De Alejandro Fernández,MXF149200041,Music > Roots > Regional Mexicano > Ranchera
Abrazame,Alejandro Fernández,Mexico Madrid En Directo Y Sin Escalas,MXF140500208,Music > Roots > Regional Mexicano > Ranchera
Eye of the Tiger,Survivor,The Rocky Story,USVR10400292,Music > Rock > Hard Rock > Hard Rock (Standard)
Mundo de amor,Pesado,Pesadisimo,MXF169500001,Music > Roots > Regional Mexicano > Norteño
Ayúdame,Pesado,Pesadisimo,MXF160000550,Music > Roots > Regional Mexicano > Norteño
Te Prometo,Maria Jose Ospino,Él Vive en Mí,QZES81833353,Music > Roots > Folk > Latin Folk > Vallenato
Aqui Esta Mi Amor,La Mafia,Estas Tocando Fuego,USSD10004691,Music > Roots > Regional Mexicano > Texano
Black,Pearl Jam,Ten,USSM19100412,Music > Rock > Grunge
Te Presumo,Banda Sinaloense de El Recodo de Don Cruz Lizarraga,Te Presumo,USFI20806177,Music > Roots > Regional Mexicano > Banda
Por Debajo De La Mesa,Luis Miguel,Romances,USWI19700001,Music > Roots > Bolero
La Gloria Eres Tu,Luis Miguel,Romances,USWI19700004,Music > Roots > Bolero
Back In Black,AC/DC,Back In Black,AUAP08000046,Music > Rock > Hard Rock > Hard Rock (Standard)
Piece of My Heart,Big Brother & The Holding Company,Cheap Thrills,USSM16800982,Music > Rock > Blues Rock
The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',USSM10007452,Music > Roots > Folk > Traditional Folk
Somebody To Love,Jefferson Airplane,Surrealistic Pillow,USRC10301008,Music > Rock > Psychedelic Rock
Seven Nation Army,The White Stripes,Elephant,USVT10300001,Music > Rock > Blues Rock
Something Changed,Pulp,Different Class,GBAAN9500147,Music > Rock > Indie Rock
Man in the Box,Alice In Chains,Facelift,USSM19000727,Music > Rock > Grunge
So Far Away,Staind,The Singles 1996-2006,USEE10340188,Music > Rock > Hard Rock > Power Ballad
Cuándo sale la luna,Pedro Infante,60 Rancheras Inmortales,MXF160102333,Music > Roots > Regional Mexicano > Ranchera
De Ti Enamorado,Banda Sinaloense MS de Sergio Lizárraga,Amor Enfermo,USUM71100580,Music > Roots > Regional Mexicano > Banda
Alive,Pearl Jam,Ten,USSM19100003,Music > Rock > Grunge
Yellow Ledbetter,Pearl Jam,Jeremy,USSM19200006,Music > Rock > Roots Rock
Para Ti Con Amor,El Plan,Todo Es Posible,USEL10500066,Music > Roots > Regional Mexicano > Texano
Pretty Fly (For A White Guy),The Offspring,Americana,USSM19804199,Music > Rock > Pop Punk
The Kids Aren't Alright,The Offspring,Americana,USSM19804363,Music > Rock > Pop Punk
Feelings,The Offspring,Americana,USSM19804364,Music > Rock > Pop Punk
Corazón De Oro,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068800009,Music > Roots > Regional Mexicano > Norteño
El Amigo Que Se Fué,Intocable,Contigo,USEL19900216,Music > Roots > Regional Mexicano > Texano
Niña Mía,Salomón Robles Y Sus Legendarios,Por Favor... No Me Compares,MXUM70806407,Music > Roots > Regional Mexicano > Norteño
Fuiste Mala,A.B. Quintanilla III Y Los Kumbia Kings,"Amor, Familia Y Respeto",USEL19900118,Music > Roots > Cumbia
Dime Quién,A.B. Quintanilla III Y Los Kumbia Kings,"Amor, Familia Y Respeto",USEL19900110,Music > Roots > Cumbia
Te Quiero A Tí,A.B. Quintanilla III Y Los Kumbia Kings,"Amor, Familia Y Respeto",USEL19900116,Music > Roots > Cumbia
Si Yo Fuera Tu,El Plan,La Voz Del Corazón,USUM71101844,Music > Roots > Regional Mexicano > Texano
Para Respirar,El Plan,"Voltea, Pt. 1",QMBZ91743914,Music > Roots > Regional Mexicano > Texano
Corazón partío,Alejandro Sanz,Más,ES5159706045,Music > Roots > Folk > Latin Folk > Flamenco Pop
La chispa adecuada (Bendecida 3),Héroes del Silencio,Avalancha,ES5089000213,Music > Rock > Hard Rock > Power Ballad
Estoy Enamorada De Ti,Salomón Robles Y Sus Legendarios,Por Favor... No Me Compares,MXUM70806406,Music > Roots > Regional Mexicano > Norteño
Por Favor No Me Compares,Salomón Robles Y Sus Legendarios,Por Favor... No Me Compares,MXUM70806404,Music > Roots > Regional Mexicano > Norteño
Sshh!!,A.B. Quintanilla III Y Los Kumbia Kings,Shhh!,USEL10100016,Music > Roots > Cumbia
Dime Porque,A.B. Quintanilla III Y Los Kumbia Kings,Shhh!,USEL10100021,Music > Roots > Cumbia
Whole Lotta Love ,Led Zeppelin,Led Zeppelin II,USAT21207009,Music > Rock > Blues Rock
La Grange ,ZZ Top,Tres Hombres,USWB10505222,Music > Rock > Blues Rock
Sunshine Of Your Love,Cream,Disraeli Gears,GBA076700020,Music > Rock > Blues Rock
Qué te ha dado esa mujer,Pedro Infante,15 Inmortales de Pedro Infante,MXF160100029,Music > Roots > Regional Mexicano > Ranchera
Summer Song,Joe Satriani,The Extremist,USSM19200120,Music > Rock > Hard Rock > Hard Rock (Standard)
Dile,Pesado,Todo tuyo,MXF160000276,Music > Roots > Regional Mexicano > Norteño
No Será Fácil,El Poder Del Norte,Piel De Angel,MXUM70801222,Music > Roots > Regional Mexicano > Norteño
Poquita Fe (Sin Fe),Los Tres Reyes,Lo Mejor de Lo Mejor de RCA Victor,MXF019800537,Music > Roots > Bolero
Déjame Soñar,El Plan,Palabras,QM7281713648,Music > Roots > Regional Mexicano > Texano
Black Hole Sun,Soundgarden,Superunknown,USAM19400007,Music > Rock > Grunge
Black Hole Sun,Soundgarden,Superunknown,USAM19400007,Music > Rock > Psychedelic Rock
Gema,Los Dandys,Coleccion Original,MXF018400002,Music > Roots > Bolero
Nos Sorprendió la Mañana,Ramiro Delgado,Corazón Herido,MXF019901360,Music > Roots > Regional Mexicano > Norteño
Tengo Ganas,David Lee Garza,Tejano Class,USEL19600048,Music > Roots > Regional Mexicano > Texano
Sigue Soñando,Duelo,El Amor No Acaba,USUM50110281,Music > Roots > Regional Mexicano > Texano
Viviendo En Mi,Duelo,El Amor No Acaba,USUM50110284,Music > Roots > Regional Mexicano > Texano
¿Cómo Evitar?,Duelo,El Amor No Acaba,USUM50110287,Music > Roots > Regional Mexicano > Texano
Acostumbrándome,Duelo,El Amor No Acaba,USUM50110290,Music > Roots > Regional Mexicano > Texano
Un Beso,Duelo,Desde Hoy,USUM50310885,Music > Roots > Regional Mexicano > Texano
Ya No Quiero Extrañarte,Duelo,Desde Hoy,USUM50310886,Music > Roots > Regional Mexicano > Texano
Te Odio Y Te Amo,Duelo,Solamente Tú,USUM71004198,Music > Roots > Regional Mexicano > Texano
Le Pediré,Bobby Pulido,Llegaste A Mi Vida,USEL19700217,Music > Roots > Regional Mexicano > Texano
Nightrain,Guns N' Roses,Appetite For Destruction,USGF18714803,Music > Rock > Hard Rock > Hard Rock (Standard)
Mr. Brownstone,Guns N' Roses,Appetite For Destruction,USGF18714805,Music > Rock > Hard Rock > Hard Rock (Standard)
You're Crazy,Guns N' Roses,G N' R Lies,USGF18819807,Music > Rock > Hard Rock > Hard Rock (Standard)
Mi Decisión,El Poder Del Norte,Mi Decisión,MXUM71601821,Music > Roots > Regional Mexicano > Norteño
Cómo Te Extraño,El Poder Del Norte,Mi Decisión,MXUM71001125,Music > Roots > Regional Mexicano > Norteño
En Tu Sonrisa,El Poder Del Norte,Como Llama,MXUM71000326,Music > Roots > Regional Mexicano > Norteño
Mi Vida Eres Tú,El Poder Del Norte,Como Llama,MXUM70801010,Music > Roots > Regional Mexicano > Norteño
Enamorada,El Poder Del Norte,Como Llama,MXUM71000249,Music > Roots > Regional Mexicano > Norteño
Como Llama,El Poder Del Norte,Como Llama,MXUM70801000,Music > Roots > Regional Mexicano > Norteño
Piel De Ángel,El Poder Del Norte,Piel De Angel,MXUM70801006,Music > Roots > Regional Mexicano > Norteño
Sólo Te Amo A Ti,El Poder Del Norte,Piel De Angel,MXUM70806800,Music > Roots > Regional Mexicano > Norteño
A Quien,El Poder Del Norte,Piel De Angel,MXUM71003068,Music > Roots > Regional Mexicano > Norteño
Maldito Orgullo,El Poder Del Norte,Aquí Están!..,MXUM70800995,Music > Roots > Regional Mexicano > Norteño
Acepto Mi Derrota,El Poder Del Norte,Aquí Están!..,MXUM70801015,Music > Roots > Regional Mexicano > Norteño
Pero Me Perdonas,El Poder Del Norte,Aquí Están!..,MXUM70801130,Music > Roots > Regional Mexicano > Norteño
Y Aquí Estoy,El Poder Del Norte,Aquí Están!..,MXUM70801131,Music > Roots > Regional Mexicano > Norteño
Amarga Pena,El Poder Del Norte,Aquí Están!..,MXUM70801011,Music > Roots > Regional Mexicano > Norteño
Ganas De Ti,El Poder Del Norte,Con Ganas De Tí,MXUM70801005,Music > Roots > Regional Mexicano > Norteño
Te Felicito,El Poder Del Norte,Con Ganas De Tí,MXUM70801132,Music > Roots > Regional Mexicano > Norteño
Vestido Blanco,El Poder Del Norte,Imaginate Sin Ellos,MXUM70800996,Music > Roots > Regional Mexicano > Norteño
Decídete,El Poder Del Norte,Imaginate Sin Ellos,MXUM70801017,Music > Roots > Regional Mexicano > Norteño
Enamórate De Alguien,El Poder Del Norte,Imaginate Sin Ellos,MXUM70801003,Music > Roots > Regional Mexicano > Norteño
Que Nunca Llores,El Poder Del Norte,La Década,MXUM70801019,Music > Roots > Regional Mexicano > Norteño
En Tu Basura,El Poder Del Norte,Ranchero,MXUM70800948,Music > Roots > Regional Mexicano > Norteño
No Te Culpes,El Poder Del Norte,El Gigante De La Música Norteña,MXUM70801133,Music > Roots > Regional Mexicano > Norteño
Se Murió De Amor,Bobby Pulido,Enséñame,USEL19600371,Music > Roots > Regional Mexicano > Texano
Enséñame,Bobby Pulido,Enséñame,USEL19600374,Music > Roots > Regional Mexicano > Texano
La Rosa,Bobby Pulido,Enséñame,USEL19600373,Music > Roots > Regional Mexicano > Texano
Qué Más Te Puedo Dar,Bobby Pulido,Llegaste A Mi Vida,USEL19700224,Music > Roots > Regional Mexicano > Texano
Te Esperaba,Alejandra Guzman,Libre,MXUM70809353,Music > Rock > Soft Rock
Soy Así,Valentín Elizalde,Soy Así,MXF110500087,Music > Roots > Regional Mexicano > Banda
Quiero Decirte,Costumbre,Dejame Ser,USHR10129402,Music > Roots > Regional Mexicano > Texano
Danger Zone (From Top Gun Original Soundtrack),Kenny Loggins,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),USSM18600108,Music > Rock > Hard Rock > Hard Rock (Standard)
Bohemian Rhapsody,Queen,A Night At The Opera,GBUM71029604,Music > Rock > Progressive Rock
